Record_ID,Place_ID,Year,Month_Number,Month_Name,Season,Domestic_Visitors,Foreign_Visitors,Total_Visitors,Male_Visitors,Female_Visitors,Children_Visitors,Senior_Citizen_Visitors,Student_Visitors,Group_Visitors,Solo_Visitors,Average_Visit_Duration_Hours,Average_Spending_INR,Weather_Condition,Special_Event,Festival_Season,Visitor_Satisfaction,Revenue_INR,Growth_Percentage,Remarks,Created_Date,Updated_Date
VS000812,MP068,2024,8,August,Monsoon,1321,161,1482,674,808,85,98,124,425,1057,3,797.37,Sunny,No,No,4,1181702.34,29,Monsoon Season,23-12-2023,25-02-2025
VS000813,MP068,2025,9,September,Monsoon,2059,270,2329,1079,1250,266,221,281,707,1622,1.8,415.39,Windy,Yes,No,4.8,967443.31,-4.9,Holiday Rush,04-06-2023,03-02-2025
VS000814,MP068,2024,10,October,Autumn,3206,446,3652,1763,1889,298,181,507,1193,2459,4.4,479.36,Rainy,No,No,4.6,1750622.72,26.3,Holiday Rush,01-03-2024,16-03-2025
VS000815,MP068,2023,11,November,Autumn,3663,519,4182,2073,2109,400,226,606,1273,2909,3.7,1103.77,Sunny,No,Yes,4.8,4615966.14,0.3,Peak Season,03-07-2023,03-12-2025
VS000816,MP068,2023,12,December,Winter,4408,167,4575,2156,2419,324,409,499,1161,3414,2.5,1101.91,Rainy,Yes,No,4.2,5041238.25,30.3,Peak Season,23-07-2023,16-09-2025
VS000817,MP069,2025,1,January,Winter,4587,337,4924,2432,2492,294,337,649,1856,3068,5,1111.26,Rainy,Yes,No,4.9,5471844.24,24.9,Peak Season,02-09-2025,09-11-2025
VS000818,MP069,2024,2,February,Winter,4318,478,4796,2536,2260,270,404,676,1291,3505,2.8,833.81,Clear,Yes,No,4.6,3998952.76,5.9,Weekend Rush,14-05-2023,23-09-2025
VS000819,MP069,2023,3,March,Spring,3954,343,4297,2355,1942,336,385,518,1588,2709,2.6,580.29,Windy,Yes,No,4.7,2493506.13,15.4,Normal Traffic,07-12-2024,18-10-2025
VS000820,MP069,2023,4,April,Spring,2733,381,3114,1560,1554,307,158,437,1198,1916,4.3,406.84,Clear,Yes,Yes,4.1,1266899.76,17.2,Normal Traffic,04-01-2025,08-07-2025
VS000821,MP069,2023,5,May,Summer,1738,217,1955,987,968,137,158,243,634,1321,2.3,506.06,Clear,No,No,4.1,989347.3,4.7,Weekend Rush,09-12-2023,13-01-2025
VS000822,MP069,2025,6,June,Summer,1799,266,2065,1084,981,179,187,264,617,1448,2.7,456.76,Rainy,No,No,3.8,943209.4,-4,Off Season,23-08-2024,03-06-2025
VS000823,MP069,2024,7,July,Monsoon,1415,47,1462,792,670,152,100,141,504,958,4,1048.78,Windy,Yes,No,4.7,1533316.36,14.7,Monsoon Season,07-02-2025,02-07-2025
VS000824,MP069,2025,8,August,Monsoon,1478,192,1670,887,783,115,125,139,456,1214,4.7,401.03,Foggy,Yes,No,4.4,669720.1,-7.2,Heavy Rain,20-12-2023,16-08-2025
VS000825,MP069,2025,9,September,Monsoon,1773,169,1942,1053,889,218,140,252,610,1332,3.2,803.41,Rainy,No,No,4.6,1560222.22,-9.3,Weekend Rush,07-01-2024,16-09-2025
VS000826,MP069,2024,10,October,Autumn,3232,164,3396,1660,1736,297,271,415,1115,2281,2.1,974.41,Cloudy,No,No,4.2,3309096.36,-14,Off Season,08-12-2023,08-10-2025
VS000827,MP069,2025,11,November,Autumn,3807,568,4375,2007,2368,458,227,497,1117,3258,4.8,995.51,Clear,No,No,4.1,4355356.25,-6.5,Festival Crowd,09-11-2024,22-06-2025
VS000828,MP069,2023,12,December,Winter,4267,350,4617,2221,2396,293,397,496,1609,3008,3.1,830.25,Clear,Yes,No,4.3,3833264.25,28,Peak Season,16-06-2024,25-11-2025
VS000829,MP070,2023,1,January,Winter,4601,317,4918,2659,2259,484,487,489,1440,3478,4.9,784.8,Clear,Yes,No,4.7,3859646.4,29.3,New Year Rush,25-08-2024,03-03-2025
VS000830,MP070,2023,2,February,Winter,3836,197,4033,2061,1972,350,350,440,1422,2611,1.7,602.9,Windy,Yes,No,4.8,2431495.7,-4,Holiday Rush,10-10-2023,15-09-2025
VS000831,MP070,2025,3,March,Spring,2953,362,3315,1796,1519,258,200,415,1065,2250,2.8,795.46,Foggy,No,No,4.3,2636949.9,30.1,Holiday Rush,08-07-2024,02-03-2025
VS000832,MP070,2025,4,April,Spring,3203,238,3441,1810,1631,357,292,400,1116,2325,2,598.12,Cloudy,No,No,4.8,2058130.92,22.9,Peak Season,23-08-2023,19-09-2025
VS000833,MP070,2023,5,May,Summer,1968,44,2012,1047,965,202,184,289,591,1421,5,752.55,Windy,No,No,4.8,1514130.6,28.4,Weekend Rush,06-04-2023,24-08-2025
VS000834,MP070,2023,6,June,Summer,1604,63,1667,865,802,138,81,189,588,1079,2.7,960.3,Windy,Yes,No,4.7,1600820.1,-17.1,Weekend Rush,18-07-2025,21-04-2025
VS000835,MP070,2025,7,July,Monsoon,1412,55,1467,751,716,85,98,211,485,982,1.7,713.98,Sunny,Yes,No,4.3,1047408.66,4.7,Rain Affected,20-02-2023,05-07-2025
VS000836,MP070,2025,8,August,Monsoon,1671,223,1894,954,940,191,187,179,755,1139,5.7,1081.11,Sunny,Yes,No,4.1,2047622.34,25.6,Heavy Rain,09-12-2025,23-07-2025
VS000837,MP070,2023,9,September,Monsoon,2013,168,2181,1186,995,169,102,299,860,1321,2.3,574.97,Foggy,Yes,No,4.2,1254009.57,23.9,Off Season,06-08-2023,01-07-2025
VS000838,MP070,2024,10,October,Autumn,3338,352,3690,1819,1871,349,234,505,925,2765,5.9,1177.78,Sunny,Yes,No,4.4,4346008.2,22.4,Holiday Rush,15-05-2025,05-09-2025
VS000839,MP070,2023,11,November,Autumn,3986,527,4513,2084,2429,328,232,395,1278,3235,1.8,651.94,Sunny,No,No,3.8,2942205.22,-1.2,Weekend Rush,21-01-2024,24-12-2025
VS000840,MP070,2025,12,December,Winter,4508,424,4932,2395,2537,398,482,506,1708,3224,5.2,663.14,Windy,No,No,4.6,3270606.48,24.7,New Year Rush,11-04-2025,09-05-2025
VS000841,MP034,2025,9,September,Monsoon,7119,211,7330,3623,3707,734,379,601,1842,5488,3.2,1111.28,Rainy,No,No,4.7,8145682.4,11.3,Rain Affected,24-06-2023,19-08-2025
VS000842,MP026,2024,5,May,Summer,7862,1129,8991,4302,4689,1044,458,1053,3329,5662,2.3,403.22,Rainy,No,No,4.3,3625351.02,-6.8,Festival Crowd,22-05-2025,21-08-2025
VS000843,MP018,2023,1,January,Winter,32424,1732,34156,17368,16788,3948,2515,3168,10665,23491,3.3,1766.51,Foggy,No,No,4.2,60336915.56,29.7,Winter Vacation,03-08-2024,04-02-2025
VS000844,MP009,2024,9,September,Monsoon,12620,941,13561,7405,6156,1190,1138,1763,3860,9701,3.4,1284.22,Cloudy,Yes,No,4.3,17415307.42,-0.9,Normal Traffic,10-05-2023,05-08-2025
VS000845,MP001,2024,5,May,Summer,17944,1525,19469,10571,8898,1350,1722,1656,7586,11883,2.3,826.67,Rainy,No,No,4.4,16094438.23,26.5,Peak Season,03-08-2023,22-04-2025
